"RefNo","SupplierName","DatePosted","Details","PaymentMode","AmountDr","AmountCr","TransNo","AccountUsed","FormID","ItemName","Measures","Quantity","UnitCost","VehicleNo"
"Alloted To YongXing Steel Company Ltd On 29 June 2026 By 10:23:38 AM","YongXing Steel Company Ltd","2026-06-29 00:00:00","80 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (EFR 14 XB)."," ========== ",80800000,0,"OST30626102338"," ========== ","OST","12MM TMT","Tons","80","1010000.00","EFR 14 XB"
"YongXing Steel Company Ltd Payment On 29 June 2026 By 10:34:30 AM","YongXing Steel Company Ltd","2026-06-29 00:00:00","Payment Made","Cheque",0,85490000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 10:37:57 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","300 Rolls Of BANDING WIRE 20KG At N27,360.00 Per Unit Cost. Vehicle No (KMK 215 ZY CHIMA ASABA)."," ========== ",8208000,0,"OST30626103757"," ========== ","OST","BANDING WIRE 20KG","Rolls","300","27360.00","KMK 215 ZY CHIMA ASABA"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 10:40:03 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","80 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (ASB 778 XB Chima Asaba)."," ========== ",66800000,0,"OST3062610403"," ========== ","OST","12 MM STANDARD","Tons","80","835000.00","ASB 778 XB Chima Asaba"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 10:47:26 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,66800000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 10:48:10 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","70 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",58450000,0,"OST30626104810"," ========== ","OST","12 MM STANDARD","Tons","70","835000.00","UWN 734 ZL"
"Alloted To YongXing Steel Company Ltd On 27 June 2026 By 10:56:31 AM","YongXing Steel Company Ltd","2026-06-27 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 816 XA)."," ========== ",61440000,0,"OST30626105631"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","RRT 816 XA"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 11:22:38 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","54 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (KTG 499 XB EMMA KANO)."," ========== ",41472000,0,"OST30626112238"," ========== ","OST","16 MM LOCAL","Tons","54","768000.00","KTG 499 XB EMMA KANO"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 11:23:18 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","54 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (KTG 499 XB EMMA KANO)."," ========== ",41472000,0,"OST30626112318"," ========== ","OST","12 MM LOCAL","Tons","54","768000.00","KTG 499 XB EMMA KANO"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 1:51:56 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","60 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (AWK 163 YK Onyeka Bayelsa)."," ========== ",50100000,0,"OST30626135156"," ========== ","OST","12 MM STANDARD","Tons","60","835000.00","AWK 163 YK Onyeka Bayelsa"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 1:54:38 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","70 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (KMR 185 ZY ONYEKA BAYELSA)."," ========== ",58450000,0,"OST30626135438"," ========== ","OST","12 MM STANDARD","Tons","70","835000.00","KMR 185 ZY ONYEKA BAYELSA"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 2:05:42 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,79144000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 2:06:24 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,99000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 2:07:46 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,10000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 2:08:41 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","40 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (ENU 451 XQ)."," ========== ",33400000,0,"OST3062614841"," ========== ","OST","12 MM STANDARD","Tons","40","835000.00","ENU 451 XQ"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 2:09:23 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","30 Tons Of 16 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (ENU 451 XQ)."," ========== ",25050000,0,"OST3062614923"," ========== ","OST","16 MM STANDARD","Tons","30","835000.00","ENU 451 XQ"
"Alloted To YongXing Steel Company Ltd On 29 June 2026 By 2:20:31 PM","YongXing Steel Company Ltd","2026-06-29 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (GBK 202 XA)."," ========== ",61440000,0,"OST30626142031"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","GBK 202 XA"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 3:22:42 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 318 XC MADAM FINAK)."," ========== ",61440000,0,"OST30626152242"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","UWN 318 XC MADAM FINAK"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 4:18:35 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","30 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No ( UMG 125 XC)."," ========== ",23040000,0,"OST30626161835"," ========== ","OST","12 MM LOCAL","Tons","30","768000.00"," UMG 125 XC"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 4:19:10 PM","YongXing Steel Company Ltd","2026-06-30 00:00:00","30 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No ( UMG 125 XC)."," ========== ",23040000,0,"OST30626161910"," ========== ","OST","16 MM LOCAL","Tons","30","768000.00"," UMG 125 XC"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 10:46:35 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,47000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 10:48:25 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,41000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 10:49:31 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,8180000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 10:50:37 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 14 XF)."," ========== ",61440000,0,"OST1726105037"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","AKL 14 XF"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 10:51:53 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,61440000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 10:53:37 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EFR 14 XB)."," ========== ",61440000,0,"OST1726105337"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","EFR 14 XB"
"YongXing Steel Company Ltd Payment On 30 June 2026 By 10:54:26 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","Payment Made","Cheque",0,61440000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 10:56:10 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","50 Tons Of 16 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (ASB 731 ZL Emma Warri)."," ========== ",41750000,0,"OST1726105610"," ========== ","OST","16 MM STANDARD","Tons","50","835000.00","ASB 731 ZL Emma Warri"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 11:56:04 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","20 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (XA 280 LEH Dona Osas)."," ========== ",15360000,0,"OST172611564"," ========== ","OST","12 MM LOCAL","Tons","20","768000.00","XA 280 LEH Dona Osas"
"Alloted To YongXing Steel Company Ltd On 30 June 2026 By 11:56:48 AM","YongXing Steel Company Ltd","2026-06-30 00:00:00","30 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (XA 280 LEH Dona Osas)."," ========== ",23040000,0,"OST1726115648"," ========== ","OST","16 MM LOCAL","Tons","30","768000.00","XA 280 LEH Dona Osas"
"YongXing Steel Company Ltd Payment On 10 June 2026 By 12:08:53 PM","YongXing Steel Company Ltd","2026-06-10 00:00:00","Payment Made","Cheque",0,74900000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 19 June 2026 By 12:10:54 PM","YongXing Steel Company Ltd","2026-06-19 00:00:00","Payment Made","Cheque",0,9816000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 12:38:27 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","80 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (RRT 783 XA)."," ========== ",66800000,0,"OST1726123827"," ========== ","OST","12 MM STANDARD","Tons","80","835000.00","RRT 783 XA"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 12:39:07 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","80 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 784 XA)."," ========== ",61440000,0,"OST172612397"," ========== ","OST","12 MM LOCAL","Tons","80","768000.00","RRT 784 XA"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 12:42:07 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","120 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AYD 33 XD KAODINNA NTEJE)."," ========== ",92160000,0,"OST172612427"," ========== ","OST","12 MM LOCAL","Tons","120","768000.00","AYD 33 XD KAODINNA NTEJE"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 12:44:40 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","40 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",30720000,0,"OST1726124440"," ========== ","OST","12 MM LOCAL","Tons","40","768000.00","AKU 334 XB Kaodinna Nteje "
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 12:46:08 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","70 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",53760000,0,"OST172612468"," ========== ","OST","16 MM LOCAL","Tons","70","768000.00","AKU 334 XB Kaodinna Nteje "
"YongXing Steel Company Ltd Payment On 25 June 2026 By 1:31:17 PM","YongXing Steel Company Ltd","2026-06-25 00:00:00","Payment Made","Cheque",0,76800000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 3:21:24 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,65000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 3:23:12 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,32000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 3:24:32 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,216858800,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 4:28:43 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","56 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",43008000,0,"OST1726162843"," ========== ","OST","12 MM LOCAL","Tons","56","768000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 4:29:43 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","14 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",10752000,0,"OST1726162943"," ========== ","OST","16 MM LOCAL","Tons","14","768000.00","AKL 756 XD"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 11:13:13 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,176600000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 11:14:36 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","20 Tons Of BANDING WIRE 17KG At N1,368,000.00 Per Unit Cost. Vehicle No (UMG 126 XC)."," ========== ",27360000,0,"OST2726111436"," ========== ","OST","BANDING WIRE 17KG","Tons","20","1368000.00","UMG 126 XC"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 11:17:49 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,46080000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 11:19:30 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (BEN 179 YS Dona Osas Benin)."," ========== ",53760000,0,"OST2726111930"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","BEN 179 YS Dona Osas Benin"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 11:21:20 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,25000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 11:22:58 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,28760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 01 July 2026 By 11:24:55 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","Payment Made","Cheque",0,50389056,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 11:27:27 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","40 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (SPR 479 XA NONSO BAYELSA)."," ========== ",33400000,0,"OST2726112727"," ========== ","OST","12 MM STANDARD","Tons","40","835000.00","SPR 479 XA NONSO BAYELSA"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 11:33:45 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","20 Tons Of 16 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (SPR 479 XA NONSO BAYELSA)."," ========== ",16700000,0,"OST2726113345"," ========== ","OST","16 MM STANDARD","Tons","20","835000.00","SPR 479 XA NONSO BAYELSA"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 11:35:55 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","100 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EBJ 399 XB IFEANYI OJIAKOR NTEJE)."," ========== ",76800000,0,"OST2726113555"," ========== ","OST","12 MM LOCAL","Tons","100","768000.00","EBJ 399 XB IFEANYI OJIAKOR NTEJE"
"YongXing Steel Company Ltd Payment On 02 July 2026 By 11:36:59 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","Payment Made","Cheque",0,45000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 02 July 2026 By 11:37:34 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","Payment Made","Cheque",0,47000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 02 July 2026 By 11:38:19 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","Payment Made","Cheque",0,34850000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 3:06:18 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","30 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 816 XA)."," ========== ",23040000,0,"OST272615618"," ========== ","OST","12 MM LOCAL","Tons","30","768000.00","RRT 816 XA"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 3:06:57 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","30 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (RRT 816 XA)."," ========== ",23040000,0,"OST272615657"," ========== ","OST","16 MM LOCAL","Tons","30","768000.00","RRT 816 XA"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 3:08:30 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","10 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 733 ZL)."," ========== ",7680000,0,"OST272615830"," ========== ","OST","16 MM LOCAL","Tons","10","768000.00","UWN 733 ZL"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 3:09:10 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (UWN 733 ZL)."," ========== ",46080000,0,"OST272615910"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","UWN 733 ZL"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 3:11:37 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","30 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 15 XF)."," ========== ",23040000,0,"OST2726151137"," ========== ","OST","16 MM LOCAL","Tons","30","768000.00","AKL 15 XF"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 3:12:06 PM","YongXing Steel Company Ltd","2026-07-01 00:00:00","30 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 15 XF)."," ========== ",23040000,0,"OST272615126"," ========== ","OST","12 MM LOCAL","Tons","30","768000.00","AKL 15 XF"
"YongXing Steel Company Ltd Payment On 02 July 2026 By 3:13:08 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","Payment Made","Cheque",0,99840000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 3:16:21 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (NWA 523 XA)."," ========== ",46080000,0,"OST2726151621"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","NWA 523 XA"
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 3:17:03 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","10 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (NWA 523 XA)."," ========== ",7680000,0,"OST272615173"," ========== ","OST","16 MM LOCAL","Tons","10","768000.00","NWA 523 XA"
"YongXing Steel Company Ltd Payment On 02 July 2026 By 3:18:04 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","Payment Made","Cheque",0,53760000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 02 July 2026 By 3:26:30 PM","YongXing Steel Company Ltd","2026-07-02 00:00:00","Difference With Company (Supplier)","Cheque",0,145634921,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 26 June 2026 By 10:43:04 AM","YongXing Steel Company Ltd","2026-06-26 00:00:00","300 Rolls Of BANDING WIRE 17KG At N23,256.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",6976800,0,"OST372610434"," ========== ","OST","BANDING WIRE 17KG","Rolls","300","23256.00","AKU 334 XB Kaodinna Nteje "
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 10:57:55 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","100 Rolls Of BANDING WIRE 17KG At N23,256.00 Per Unit Cost. Vehicle No (AYD 33 XD KAODINNA NTEJE)."," ========== ",2325600,0,"OST3726105755"," ========== ","OST","BANDING WIRE 17KG","Rolls","100","23256.00","AYD 33 XD KAODINNA NTEJE"
"Alloted To YongXing Steel Company Ltd On 01 July 2026 By 10:58:53 AM","YongXing Steel Company Ltd","2026-07-01 00:00:00","150 Rolls Of BANDING WIRE 17KG At N23,256.00 Per Unit Cost. Vehicle No (AKU 334 XB Kaodinna Nteje )."," ========== ",3488400,0,"OST3726105853"," ========== ","OST","BANDING WIRE 17KG","Rolls","150","23256.00","AKU 334 XB Kaodinna Nteje "
"Alloted To YongXing Steel Company Ltd On 02 July 2026 By 11:02:29 AM","YongXing Steel Company Ltd","2026-07-02 00:00:00","76 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AWK 495 YK Kaodinna Nteje)."," ========== ",58368000,0,"OST372611229"," ========== ","OST","12 MM LOCAL","Tons","76","768000.00","AWK 495 YK Kaodinna Nteje"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 11:39:53 AM","YongXing Steel Company Ltd","2026-07-03 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (ENU 451 XQ)."," ========== ",53760000,0,"OST3726113953"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","ENU 451 XQ"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 11:41:10 AM","YongXing Steel Company Ltd","2026-07-03 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 15 XF)."," ========== ",46080000,0,"OST3726114110"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","AKL 15 XF"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 11:41:44 AM","YongXing Steel Company Ltd","2026-07-03 00:00:00","10 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AKL 15 XF)."," ========== ",7680000,0,"OST3726114144"," ========== ","OST","16 MM LOCAL","Tons","10","768000.00","AKL 15 XF"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 12:05:56 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,71000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 12:32:02 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,36520000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 1:51:11 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (AYD 183 XD JP Joseph Ugboru)."," ========== ",53760000,0,"OST3726135111"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","AYD 183 XD JP Joseph Ugboru"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 1:52:02 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","20 Tons Of 12MM TMT At N1,010,000.00 Per Unit Cost. Vehicle No (AYD 183 XD JP Joseph Ugboru)."," ========== ",20200000,0,"OST372613522"," ========== ","OST","12MM TMT","Tons","20","1010000.00","AYD 183 XD JP Joseph Ugboru"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 2:46:06 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,96428000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 2:47:10 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,93000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 3:15:22 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","20 Tons Of 12 MM STANDARD At N835,000.00 Per Unit Cost. Vehicle No (EBJ 953 XB)."," ========== ",16700000,0,"OST3726151522"," ========== ","OST","12 MM STANDARD","Tons","20","835000.00","EBJ 953 XB"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 3:16:00 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EBJ 953 XB)."," ========== ",46080000,0,"OST372615160"," ========== ","OST","12 MM LOCAL","Tons","60","768000.00","EBJ 953 XB"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 3:57:32 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","70 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (BEN 664 ZJ EASY LINK BENIN)."," ========== ",53760000,0,"OST3726155732"," ========== ","OST","12 MM LOCAL","Tons","70","768000.00","BEN 664 ZJ EASY LINK BENIN"
"Alloted To YongXing Steel Company Ltd On 03 July 2026 By 3:58:12 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","10 Tons Of 16 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (BEN 664 ZJ EASY LINK BENIN)."," ========== ",7680000,0,"OST3726155812"," ========== ","OST","16 MM LOCAL","Tons","10","768000.00","BEN 664 ZJ EASY LINK BENIN"
"YongXing Steel Company Ltd Payment On 03 July 2026 By 4:47:23 PM","YongXing Steel Company Ltd","2026-07-03 00:00:00","Payment Made","Cheque",0,60000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
