"RefNo","SupplierName","DatePosted","Details","PaymentMode","AmountDr","AmountCr","TransNo","AccountUsed","FormID","ItemName","Measures","Quantity","UnitCost","VehicleNo"
"Alloted To YongXing Steel Company Ltd On 25 May 2026 By 9:18:57 AM","YongXing Steel Company Ltd","2026-05-25 00:00:00","( Akl 14 Xf) 70 Tons of 12mm Local @ 769000"," ========== ",53830000,0,"OST2652691857"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 25 May 2026 By 9:21:23 AM","YongXing Steel Company Ltd","2026-05-25 00:00:00","Dona Osas Benin ( Ben 05 Xf) 80 Tons of 12mm Local @ 768000"," ========== ",61440000,0,"OST2652692123"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 25 May 2026 By 9:23:38 AM","YongXing Steel Company Ltd","2026-05-25 00:00:00","Dona Osas Benin ( Epe 171 Xa) 80 Tons of 12mm Local @ 768000"," ========== ",61440000,0,"OST2652692338"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 1:24:17 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Valike invest. ( Rrt 745 Xa) 100 Tons of 12mm Local @ 768000"," ========== ",76800000,0,"OST26526132417"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 1:30:42 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Valike Invest. ( T 15302 LA) 90 Tons of 12mm Local @ 768000"," ========== ",69120000,0,"OST26526133042"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:40:49 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,50000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:41:32 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,36000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:43:58 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,50000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:45:05 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,50000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:46:01 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,50000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:47:20 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,47000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 1:48:37 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,50000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 26 May 2026 By 4:16:48 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Payment Made","Cheque",0,467000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 5:16:49 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","Obinna Ahijo Lagos ( Aku 810 Xb) 50 Tons of 12mm Local @ 768000 And 30 Tons of 12mm Local @ 769000"," ========== ",61470000,0,"OST26526171649"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 9:52:46 AM","YongXing Steel Company Ltd","2026-05-26 00:00:00","( Gbk 202 Xa) 110 Tons of 12mm Local @ 769000"," ========== ",84590000,0,"OST2752695246"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 9:55:48 AM","YongXing Steel Company Ltd","2026-05-26 00:00:00","( Zll 740 Xa) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST2752695548"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 9:58:32 AM","YongXing Steel Company Ltd","2026-05-26 00:00:00","( Ebj 953 Xb) 90 Tons of 12mm Local @ 769000"," ========== ",69210000,0,"OST2752695832"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 27 May 2026 By 10:42:39 AM","YongXing Steel Company Ltd","2026-05-27 00:00:00","( Etu 891 Xa) 40 Tons of 16mm TMT @ 1012000 And 40 Tons of 12mm Local @ 769000"," ========== ",71240000,0,"OST27526104239"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 27 May 2026 By 11:47:12 AM","YongXing Steel Company Ltd","2026-05-27 00:00:00","( Nca 869 Xa) 50 Tons of 12mm Local @ 769000 And 40 Tons of 12mm Local @ 768000"," ========== ",69170000,0,"OST27526114712"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 27 May 2026 By 2:43:51 PM","YongXing Steel Company Ltd","2026-05-27 00:00:00","( Etu 892 Xa) 100 Tons of 12mm Local @ 768000"," ========== ",76800000,0,"OST27526144351"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 3:52:06 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","( Akl 754 Xa) 40.820 Tons of 5.5mm Coil Wire @ 1300000"," ========== ",53066000,0,"OST2752615526"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 26 May 2026 By 3:53:26 PM","YongXing Steel Company Ltd","2026-05-26 00:00:00","( Ebj 331 Xb) 39.650 Tons of 5.5mm Coil Wire @ 1300000"," ========== ",51545000,0,"OST27526155326"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 27 May 2026 By 9:39:36 AM","YongXing Steel Company Ltd","2026-05-27 00:00:00","( Umd 309 Xa) 100 Tons of 12mm Local @ 768000"," ========== ",76800000,0,"OST2852693936"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 9:42:00 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Rrt 782 Xa) 110 Tons of 12mm Local @ 768000"," ========== ",84480000,0,"OST285269420"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 9:44:02 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Dona Osas ( Usl 721 Zb) 60 Tons of 12mm Local @ 768000"," ========== ",46080000,0,"OST285269442"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 9:45:55 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Ugwu Sunday Abuja ( Abj 857 Xu) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST2852694555"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 9:48:08 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Payment Made","Cheque",0,77000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 9:49:11 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00",";Payment Made","Cheque",0,96247292,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 9:50:01 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Payment Made","Cheque",0,15000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 9:50:46 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Payment Made","Cheque",0,61520000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 1:03:06 PM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Zll 740 Xa) Extra 10 Tons of 12mm Local @ 769000"," ========== ",7690000,0,"OST285261336"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 5:03:26 PM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Dona Osas ( Uwn 721 Xt) 90 Tons of 12mm Local @ 769000"," ========== ",69210000,0,"OST2852617326"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 5:05:29 PM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Rrt 816 Xa) 100 Tons of 12mm Local @ 769000"," ========== ",76900000,0,"OST2852617529"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 5:06:42 PM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Enu 451 Xq) 70 Tons of 16mm Local @ 769000"," ========== ",53830000,0,"OST2852617642"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 5:08:42 PM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Nsk 320 Zy) 30 Tons of 12mm Local @ 769000 And 70 Tons of 12mm Local @ 768000"," ========== ",76830000,0,"OST2852617842"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 5:38:05 PM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Zll 741 Xa) 80 Tons of 12mm Local @ 768000"," ========== ",61440000,0,"OST2852617385"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 9:39:22 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Bzr 143 Xc) 120 Tons of 12mm Local @ 768000"," ========== ",92160000,0,"OST2952693922"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 28 May 2026 By 10:03:43 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","( Bzr 143 Xc) 120 Tons of 12mm Local @ 768000"," ========== ",92160000,0,"OST2952610343"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 10:12:52 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Payment Made","Cheque",0,135000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 10:13:46 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Payment Made","Cheque",0,49000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 28 May 2026 By 10:15:09 AM","YongXing Steel Company Ltd","2026-05-28 00:00:00","Payment Made","Cheque",0,169740000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 May 2026 By 10:16:53 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","Payment Made","Cheque",0,15000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 May 2026 By 10:18:34 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","Payment Made","Cheque",0,10000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 May 2026 By 10:19:35 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","Payment Made","Cheque",0,154422000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 May 2026 By 10:20:58 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","Payment Made","Cheque",0,5000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 May 2026 By 4:49:37 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","( Rrt 816 Xa) Extra 20 Tons of 12mm Local @ 768000"," ========== ",15360000,0,"OST162644937"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 May 2026 By 4:51:03 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","( Umg 126 Xc) 90 Tons of 16mm Local @ 769000"," ========== ",69210000,0,"OST16264513"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 4:55:03 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","Dona Osas ( Blf 174 Xb) 90 Tons of 16mm Local @ 769000"," ========== ",69210000,0,"OST16264553"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 5:01:42 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","Onyeka Bayelsa ( Awk 163 Yk) 60 Tons of 16mm Local @ 769000"," ========== ",46140000,0,"OST16265142"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 5:03:59 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","( Umg 126 Xc) Extra 10 Tons of 16mm Local @ 769000"," ========== ",7690000,0,"OST16265359"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 5:05:19 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","( Akl 14 Xf) 60 Tons of 16mm Local @ 769000"," ========== ",46140000,0,"OST16265519"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 5:09:48 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","Anosike Warri ( Efr 251 Xc) 50 Tons of 16mm Local @ 769000 And 5 Tons of B/Wire 20Kg @ 1368000"," ========== ",45290000,0,"OST16265948"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 5:14:04 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","( Abb 894 Xa) 40.120 Tons of 5.5mm Coil Wire @ 1300000"," ========== ",52156000,0,"OST16265144"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 May 2026 By 5:17:40 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","( Ebj 331 Xb) 39.950 Tons of 5.5mm Coil Wire @ 1300000"," ========== ",51935000,0,"OST162651740"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:38:50 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Rlu 710 Xc) 40 Tons of 12mm Local @ 769000 And 40 Tons of 12mm Local @ 768000"," ========== ",61480000,0,"OST162653850"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:40:17 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Uwn 734 Zl) 70 Tons of 12mm Local @ 768000"," ========== ",53760000,0,"OST162654017"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:43:02 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Emma Warri ( Fkj 421 Xx) 70 Tons of 12mm Local @ 768000"," ========== ",53760000,0,"OST16265432"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:46:16 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","N.D Best ( Atn 141 Xx) 70 Tons of 12mm Local @ 768000"," ========== ",53760000,0,"OST162654616"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:48:28 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Rrt 783 Xa) 80 Tons of 12mm Local @ 768000"," ========== ",61440000,0,"OST162654828"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:49:55 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Anosike Warri ( Bwr 800 Yl) 80 Tons of 12mm Local @ 768000"," ========== ",61440000,0,"OST162654955"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 5:51:40 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Dona Osas ( Usl 721 Zb) 40 Tons of 12mm Local @ 769000"," ========== ",30760000,0,"OST162655140"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 May 2026 By 5:53:31 AM","YongXing Steel Company Ltd","2026-05-29 00:00:00","Payment Made","Cheque",0,15360000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 May 2026 By 5:54:33 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","Payment Made","Cheque",0,90000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 May 2026 By 5:55:37 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","Payment Made","Cheque",0,62880000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 May 2026 By 5:56:35 AM","YongXing Steel Company Ltd","2026-05-30 00:00:00","Payment Made","Cheque",0,104000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 5:57:49 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,86000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 5:58:30 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,97900000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 5:59:21 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,137000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 6:00:16 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,4018000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 2:58:11 PM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Enu 451 Xq) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST1626145811"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 2:59:22 PM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Uwn 733 Zl) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST1626145922"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 5:05:59 PM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,153800000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 9:42:19 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Zll 741 Xa) 70 Tons of 12mm Local @ 769000"," ========== ",53830000,0,"OST162694219"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 9:43:24 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,53830000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 9:53:56 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","( Etu 891 Xa) 70 Tons of 12mm Local @ 769000"," ========== ",53830000,0,"OST262695356"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 9:56:06 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Emeka Warri ( Epe 201 Xs) 60 Tons of 12mm Local @ 768000"," ========== ",46080000,0,"OST26269566"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 9:57:52 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","( Etu 892 Xa) 70 Tons of 12mm Local @ 768000"," ========== ",53760000,0,"OST262695752"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 9:59:10 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,107660000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 June 2026 By 10:00:05 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","Payment Made","Cheque",0,146110000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 10:01:46 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Kaodinna Nteje ( Awk 495 Yk) 120 Tons of 12mm Local @ 768000"," ========== ",92160000,0,"OST262610146"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 10:03:02 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Kaodinna Nteje ( Aku 334 Xb) 114 Tons of 12mm Local @ 768000"," ========== ",87552000,0,"OST26261032"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 02 June 2026 By 11:47:01 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Payment Made","Cheque",0,13000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 02 June 2026 By 11:55:48 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Payment Made","Cheque",0,35000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 02 June 2026 By 11:56:36 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Payment Made","Cheque",0,71000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 1:39:35 PM","YongXing Steel Company Ltd","2026-06-02 00:00:00","60 Tons Of 12 MM LOCAL At N768,000.00 Per Unit Cost. Vehicle No (EFR 14 XB)."," ========== ",46080000,0,"OST2626133935"," ========== ","OST","12 MM LOCAL","Tons","60","768000","EFR 14 XB"
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 4:12:51 PM","YongXing Steel Company Ltd","2026-06-02 00:00:00","80 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (RRT 816 XA)."," ========== ",61520000,0,"OST2626161251"," ========== ","OST","12 MM LOCAL","Tons","80","769000","RRT 816 XA"
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 10:35:26 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (JRV 512 ZY)."," ========== ",53830000,0,"OST3626103526"," ========== ","OST","12 MM LOCAL","Tons","70","769000","JRV 512 ZY"
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 10:36:26 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (AKL 14 XF)."," ========== ",53830000,0,"OST3626103626"," ========== ","OST","12 MM LOCAL","Tons","70","769000","AKL 14 XF"
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 11:01:34 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","50 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (SPR 915 ZY)."," ========== ",38450000,0,"OST362611134"," ========== ","OST","12 MM LOCAL","Tons","50","769000","SPR 915 ZY"
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 11:02:39 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","20 Tons Of 16 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (SPR 915 ZY)."," ========== ",15380000,0,"OST362611239"," ========== ","OST","16 MM LOCAL","Tons","20","769000","SPR 915 ZY"
"Alloted To YongXing Steel Company Ltd On 02 June 2026 By 11:04:20 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","39.720 Tons Of COIL WIRE At N1,300,000.00 Per Unit Cost. Vehicle No (ZLL 740 XA)."," ========== ",51636000,0,"OST362611420"," ========== ","OST","COIL WIRE","Tons","39.720","1300000","ZLL 740 XA"
"Alloted To YongXing Steel Company Ltd On 01 June 2026 By 11:18:24 AM","YongXing Steel Company Ltd","2026-06-01 00:00:00","70 Tons Of 12 MM LOCAL At N769,000.00 Per Unit Cost. Vehicle No (RRT 782 XA)."," ========== ",53830000,0,"OST3626111824"," ========== ","OST","12 MM LOCAL","Tons","70","769000","RRT 782 XA"
"YongXing Steel Company Ltd Payment On 02 June 2026 By 11:48:15 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Payment Made","Cheque",0,107260000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 02 June 2026 By 11:49:15 AM","YongXing Steel Company Ltd","2026-06-02 00:00:00","Payment Made","Cheque",0,106000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 11:49:56 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,37000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 03 June 2026 By 11:50:38 AM","YongXing Steel Company Ltd","2026-06-03 00:00:00","Payment Made","Cheque",0,70260000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
